Fecha;Territorio;Medida;Valor;
07/08/2020;Córdoba;Fallecidos;117;
07/08/2020;Córdoba;Curados;1650;
07/08/2020;Granada;Confirmados PCR;3042;
07/08/2020;Granada;Confirmados PCR 14 días;167;
07/08/2020;Granada;Confirmados PCR 7 días;95;
07/08/2020;Granada;Total confirmados ;3847;
07/08/2020;Granada;Hospitalizados;1245;
07/08/2020;Granada;Total UCI;140;
07/08/2020;Granada;Fallecidos;288;
07/08/2020;Granada;Curados;2983;
07/08/2020;Huelva;Confirmados PCR;477;
07/08/2020;Huelva;Confirmados PCR 14 días;48;
07/08/2020;Huelva;Confirmados PCR 7 días;26;
07/08/2020;Huelva;Total confirmados ;603;
07/08/2020;Huelva;Hospitalizados;227;
07/08/2020;Huelva;Total UCI;32;
07/08/2020;Huelva;Fallecidos;50;
07/08/2020;Huelva;Curados;492;
07/08/2020;Jaén;Confirmados PCR;1581;
07/08/2020;Jaén;Confirmados PCR 14 días;65;
07/08/2020;Jaén;Confirmados PCR 7 días;54;
07/08/2020;Jaén;Total confirmados ;2078;
07/08/2020;Jaén;Hospitalizados;789;
07/08/2020;Jaén;Total UCI;92;
07/08/2020;Jaén;Fallecidos;192;
07/08/2020;Jaén;Curados;1802;
07/08/2020;Málaga;Confirmados PCR;3697;
07/08/2020;Málaga;Confirmados PCR 14 días;539;
07/08/2020;Málaga;Confirmados PCR 7 días;360;
07/08/2020;Málaga;Total confirmados ;5475;
07/08/2020;Málaga;Hospitalizados;1547;
07/08/2020;Málaga;Total UCI;165;
07/08/2020;Málaga;Fallecidos;289;
07/08/2020;Málaga;Curados;4046;
07/08/2020;Sevilla;Confirmados PCR;2873;
07/08/2020;Sevilla;Confirmados PCR 14 días;301;
07/08/2020;Sevilla;Confirmados PCR 7 días;152;
07/08/2020;Sevilla;Total confirmados ;3546;
07/08/2020;Sevilla;Hospitalizados;1221;
07/08/2020;Sevilla;Total UCI;153;
07/08/2020;Sevilla;Fallecidos;290;
07/08/2020;Sevilla;Curados;2887;
06/08/2020;Andalucía;Confirmados PCR;16314;
06/08/2020;Andalucía;Confirmados PCR 14 días;2030;
06/08/2020;Andalucía;Confirmados PCR 7 días;1308;
06/08/2020;Andalucía;Total confirmados ;21193;
06/08/2020;Andalucía;Hospitalizados;6546;
06/08/2020;Andalucía;Total UCI;795;
06/08/2020;Andalucía;Fallecidos;1452;
06/08/2020;Andalucía;Curados;16491;
06/08/2020;Almería;Confirmados PCR;1652;
06/08/2020;Almería;Confirmados PCR 14 días;703;
06/08/2020;Almería;Confirmados PCR 7 días;470;
06/08/2020;Almería;Total confirmados ;1925;
06/08/2020;Almería;Hospitalizados;334;
06/08/2020;Almería;Total UCI;52;
06/08/2020;Almería;Fallecidos;53;
06/08/2020;Almería;Curados;1171;
06/08/2020;Cádiz;Confirmados PCR;1483;
06/08/2020;Cádiz;Confirmados PCR 14 días;129;
06/08/2020;Cádiz;Confirmados PCR 7 días;101;
06/08/2020;Cádiz;Total confirmados ;1806;
06/08/2020;Cádiz;Hospitalizados;615;
06/08/2020;Cádiz;Total UCI;84;
06/08/2020;Cádiz;Fallecidos;173;
06/08/2020;Cádiz;Curados;1461;
06/08/2020;Córdoba;Confirmados PCR;1656;
06/08/2020;Córdoba;Confirmados PCR 14 días;178;
06/08/2020;Córdoba;Confirmados PCR 7 días;127;
06/08/2020;Córdoba;Total confirmados ;2058;
06/08/2020;Córdoba;Hospitalizados;573;
06/08/2020;Córdoba;Total UCI;78;
06/08/2020;Córdoba;Fallecidos;117;
06/08/2020;Córdoba;Curados;1650;
06/08/2020;Granada;Confirmados PCR;3019;
06/08/2020;Granada;Confirmados PCR 14 días;157;
06/08/2020;Granada;Confirmados PCR 7 días;92;
06/08/2020;Granada;Total confirmados ;3825;
06/08/2020;Granada;Hospitalizados;1244;
06/08/2020;Granada;Total UCI;140;
06/08/2020;Granada;Fallecidos;288;
06/08/2020;Granada;Curados;2983;
06/08/2020;Huelva;Confirmados PCR;471;
06/08/2020;Huelva;Confirmados PCR 14 días;43;
06/08/2020;Huelva;Confirmados PCR 7 días;27;
06/08/2020;Huelva;Total confirmados ;597;
06/08/2020;Huelva;Hospitalizados;226;
06/08/2020;Huelva;Total UCI;31;
06/08/2020;Huelva;Fallecidos;50;
06/08/2020;Huelva;Curados;492;
06/08/2020;Jaén;Confirmados PCR;1574;
06/08/2020;Jaén;Confirmados PCR 14 días;64;
06/08/2020;Jaén;Confirmados PCR 7 días;47;
06/08/2020;Jaén;Total confirmados ;2071;
06/08/2020;Jaén;Hospitalizados;789;
06/08/2020;Jaén;Total UCI;92;
06/08/2020;Jaén;Fallecidos;192;
06/08/2020;Jaén;Curados;1802;
06/08/2020;Málaga;Confirmados PCR;3612;
06/08/2020;Málaga;Confirmados PCR 14 días;471;
06/08/2020;Málaga;Confirmados PCR 7 días;300;
06/08/2020;Málaga;Total confirmados ;5391;
06/08/2020;Málaga;Hospitalizados;1545;
06/08/2020;Málaga;Total UCI;165;
06/08/2020;Málaga;Fallecidos;289;
06/08/2020;Málaga;Curados;4045;
06/08/2020;Sevilla;Confirmados PCR;2847;
06/08/2020;Sevilla;Confirmados PCR 14 días;285;
06/08/2020;Sevilla;Confirmados PCR 7 días;144;
06/08/2020;Sevilla;Total confirmados ;3520;
06/08/2020;Sevilla;Hospitalizados;1220;
06/08/2020;Sevilla;Total UCI;153;
06/08/2020;Sevilla;Fallecidos;290;
06/08/2020;Sevilla;Curados;2887;
05/08/2020;Andalucía;Confirmados PCR;15998;
05/08/2020;Andalucía;Confirmados PCR 14 días;1797;
05/08/2020;Andalucía;Confirmados PCR 7 días;1139;
05/08/2020;Andalucía;Total confirmados ;20877;
05/08/2020;Andalucía;Hospitalizados;6521;
05/08/2020;Andalucía;Total UCI;795;
05/08/2020;Andalucía;Fallecidos;1451;
05/08/2020;Andalucía;Curados;16467;
05/08/2020;Almería;Confirmados PCR;1547;
05/08/2020;Almería;Confirmados PCR 14 días;621;
05/08/2020;Almería;Confirmados PCR 7 días;400;
05/08/2020;Almería;Total confirmados ;1820;
05/08/2020;Almería;Hospitalizados;323;
05/08/2020;Almería;Total UCI;52;
05/08/2020;Almería;Fallecidos;53;
05/08/2020;Almería;Curados;1149;
05/08/2020;Cádiz;Confirmados PCR;1459;
05/08/2020;Cádiz;Confirmados PCR 14 días;107;
05/08/2020;Cádiz;Confirmados PCR 7 días;85;
05/08/2020;Cádiz;Total confirmados ;1782;
05/08/2020;Cádiz;Hospitalizados;612;
05/08/2020;Cádiz;Total UCI;84;
05/08/2020;Cádiz;Fallecidos;173;
05/08/2020;Cádiz;Curados;1461;
05/08/2020;Córdoba;Confirmados PCR;1643;
05/08/2020;Córdoba;Confirmados PCR 14 días;174;
05/08/2020;Córdoba;Confirmados PCR 7 días;130;
05/08/2020;Córdoba;Total confirmados ;2045;
05/08/2020;Córdoba;Hospitalizados;573;
05/08/2020;Córdoba;Total UCI;78;
05/08/2020;Córdoba;Fallecidos;117;
05/08/2020;Córdoba;Curados;1650;
05/08/2020;Granada;Confirmados PCR;3001;
05/08/2020;Granada;Confirmados PCR 14 días;161;
05/08/2020;Granada;Confirmados PCR 7 días;80;
05/08/2020;Granada;Total confirmados ;3806;
05/08/2020;Granada;Hospitalizados;1244;
05/08/2020;Granada;Total UCI;140;
05/08/2020;Granada;Fallecidos;288;
05/08/2020;Granada;Curados;2983;
05/08/2020;Huelva;Confirmados PCR;467;
05/08/2020;Huelva;Confirmados PCR 14 días;41;
05/08/2020;Huelva;Confirmados PCR 7 días;25;
05/08/2020;Huelva;Total confirmados ;594;
05/08/2020;Huelva;Hospitalizados;225;
05/08/2020;Huelva;Total UCI;31;
05/08/2020;Huelva;Fallecidos;49;
05/08/2020;Huelva;Curados;492;
05/08/2020;Jaén;Confirmados PCR;1549;
05/08/2020;Jaén;Confirmados PCR 14 días;39;
05/08/2020;Jaén;Confirmados PCR 7 días;26;
05/08/2020;Jaén;Total confirmados ;2046;
05/08/2020;Jaén;Hospitalizados;787;
05/08/2020;Jaén;Total UCI;92;
05/08/2020;Jaén;Fallecidos;192;
05/08/2020;Jaén;Curados;1802;
05/08/2020;Málaga;Confirmados PCR;3516;
05/08/2020;Málaga;Confirmados PCR 14 días;389;
05/08/2020;Málaga;Confirmados PCR 7 días;251;
05/08/2020;Málaga;Total confirmados ;5295;
05/08/2020;Málaga;Hospitalizados;1539;
05/08/2020;Málaga;Total UCI;165;
05/08/2020;Málaga;Fallecidos;289;
05/08/2020;Málaga;Curados;4043;
05/08/2020;Sevilla;Confirmados PCR;2816;
05/08/2020;Sevilla;Confirmados PCR 14 días;265;
05/08/2020;Sevilla;Confirmados PCR 7 días;142;
05/08/2020;Sevilla;Total confirmados ;3489;
05/08/2020;Sevilla;Hospitalizados;1218;
05/08/2020;Sevilla;Total UCI;153;
05/08/2020;Sevilla;Fallecidos;290;
05/08/2020;Sevilla;Curados;2887;
04/08/2020;Andalucía;Confirmados PCR;15820;
04/08/2020;Andalucía;Confirmados PCR 14 días;1680;
04/08/2020;Andalucía;Confirmados PCR 7 días;1065;
04/08/2020;Andalucía;Total confirmados ;20697;
04/08/2020;Andalucía;Hospitalizados;6503;
04/08/2020;Andalucía;Total UCI;792;
04/08/2020;Andalucía;Fallecidos;1451;
04/08/2020;Andalucía;Curados;16370;
04/08/2020;Almería;Confirmados PCR;1473;
04/08/2020;Almería;Confirmados PCR 14 días;562;
04/08/2020;Almería;Confirmados PCR 7 días;350;
04/08/2020;Almería;Total confirmados ;1746;
04/08/2020;Almería;Hospitalizados;312;
04/08/2020;Almería;Total UCI;50;
04/08/2020;Almería;Fallecidos;53;
04/08/2020;Almería;Curados;1061;
04/08/2020;Cádiz;Confirmados PCR;1446;
04/08/2020;Cádiz;Confirmados PCR 14 días;98;
04/08/2020;Cádiz;Confirmados PCR 7 días;76;
04/08/2020;Cádiz;Total confirmados ;1769;
04/08/2020;Cádiz;Hospitalizados;611;
04/08/2020;Cádiz;Total UCI;84;
04/08/2020;Cádiz;Fallecidos;173;
04/08/2020;Cádiz;Curados;1458;
04/08/2020;Córdoba;Confirmados PCR;1635;
04/08/2020;Córdoba;Confirmados PCR 14 días;174;
04/08/2020;Córdoba;Confirmados PCR 7 días;133;
04/08/2020;Córdoba;Total confirmados ;2037;
04/08/2020;Córdoba;Hospitalizados;572;
04/08/2020;Córdoba;Total UCI;78;
04/08/2020;Córdoba;Fallecidos;117;
04/08/2020;Córdoba;Curados;1649;
04/08/2020;Granada;Confirmados PCR;2990;
04/08/2020;Granada;Confirmados PCR 14 días;157;
04/08/2020;Granada;Confirmados PCR 7 días;78;
04/08/2020;Granada;Total confirmados ;3795;
04/08/2020;Granada;Hospitalizados;1243;
04/08/2020;Granada;Total UCI;140;
04/08/2020;Granada;Fallecidos;288;
04/08/2020;Granada;Curados;2982;
04/08/2020;Huelva;Confirmados PCR;465;
04/08/2020;Huelva;Confirmados PCR 14 días;41;
04/08/2020;Huelva;Confirmados PCR 7 días;29;
04/08/2020;Huelva;Total confirmados ;591;
04/08/2020;Huelva;Hospitalizados;225;
04/08/2020;Huelva;Total UCI;31;
04/08/2020;Huelva;Fallecidos;49;
04/08/2020;Huelva;Curados;492;
04/08/2020;Jaén;Confirmados PCR;1547;
04/08/2020;Jaén;Confirmados PCR 14 días;38;
04/08/2020;Jaén;Confirmados PCR 7 días;25;
04/08/2020;Jaén;Total confirmados ;2044;
04/08/2020;Jaén;Hospitalizados;785;
04/08/2020;Jaén;Total UCI;91;
04/08/2020;Jaén;Fallecidos;192;
04/08/2020;Jaén;Curados;1801;
04/08/2020;Málaga;Confirmados PCR;3480;
04/08/2020;Málaga;Confirmados PCR 14 días;369;
04/08/2020;Málaga;Confirmados PCR 7 días;243;
04/08/2020;Málaga;Total confirmados ;5258;
04/08/2020;Málaga;Hospitalizados;1537;
04/08/2020;Málaga;Total UCI;165;
04/08/2020;Málaga;Fallecidos;289;
04/08/2020;Málaga;Curados;4040;
04/08/2020;Sevilla;Confirmados PCR;2784;
04/08/2020;Sevilla;Confirmados PCR 14 días;241;
04/08/2020;Sevilla;Confirmados PCR 7 días;131;
04/08/2020;Sevilla;Total confirmados ;3457;
04/08/2020;Sevilla;Hospitalizados;1218;
04/08/2020;Sevilla;Total UCI;153;
04/08/2020;Sevilla;Fallecidos;290;
04/08/2020;Sevilla;Curados;2887;
03/08/2020;Andalucía;Confirmados PCR;15622;
03/08/2020;Andalucía;Confirmados PCR 14 días;1582;
03/08/2020;Andalucía;Confirmados PCR 7 días;960;
03/08/2020;Andalucía;Total confirmados ;20499;
03/08/2020;Andalucía;Hospitalizados;6491;
03/08/2020;Andalucía;Total UCI;792;
03/08/2020;Andalucía;Fallecidos;1450;
03/08/2020;Andalucía;Curados;16296;
03/08/2020;Almería;Confirmados PCR;1382;
03/08/2020;Almería;Confirmados PCR 14 días;526;
03/08/2020;Almería;Confirmados PCR 7 días;294;
03/08/2020;Almería;Total confirmados ;1655;
03/08/2020;Almería;Hospitalizados;305;
03/08/2020;Almería;Total UCI;50;
03/08/2020;Almería;Fallecidos;53;
03/08/2020;Almería;Curados;994;
03/08/2020;Cádiz;Confirmados PCR;1432;
03/08/2020;Cádiz;Confirmados PCR 14 días;89;
03/08/2020;Cádiz;Confirmados PCR 7 días;66;
03/08/2020;Cádiz;Total confirmados ;1755;
03/08/2020;Cádiz;Hospitalizados;609;
03/08/2020;Cádiz;Total UCI;84;
03/08/2020;Cádiz;Fallecidos;173;
03/08/2020;Cádiz;Curados;1456;
03/08/2020;Córdoba;Confirmados PCR;1610;
03/08/2020;Córdoba;Confirmados PCR 14 días;156;
03/08/2020;Córdoba;Confirmados PCR 7 días;115;
03/08/2020;Córdoba;Total confirmados ;2012;
03/08/2020;Córdoba;Hospitalizados;572;
03/08/2020;Córdoba;Total UCI;78;
03/08/2020;Córdoba;Fallecidos;117;
03/08/2020;Córdoba;Curados;1646;
03/08/2020;Granada;Confirmados PCR;2982;
03/08/2020;Granada;Confirmados PCR 14 días;161;
03/08/2020;Granada;Confirmados PCR 7 días;75;
03/08/2020;Granada;Total confirmados ;3787;
03/08/2020;Granada;Hospitalizados;1242;
03/08/2020;Granada;Total UCI;140;
03/08/2020;Granada;Fallecidos;288;
03/08/2020;Granada;Curados;2982;
03/08/2020;Huelva;Confirmados PCR;465;
03/08/2020;Huelva;Confirmados PCR 14 días;41;
03/08/2020;Huelva;Confirmados PCR 7 días;29;
03/08/2020;Huelva;Total confirmados ;591;
03/08/2020;Huelva;Hospitalizados;225;
03/08/2020;Huelva;Total UCI;31;
03/08/2020;Huelva;Fallecidos;49;
03/08/2020;Huelva;Curados;492;
03/08/2020;Jaén;Confirmados PCR;1545;
03/08/2020;Jaén;Confirmados PCR 14 días;36;
03/08/2020;Jaén;Confirmados PCR 7 días;24;
03/08/2020;Jaén;Total confirmados ;2042;
03/08/2020;Jaén;Hospitalizados;785;
03/08/2020;Jaén;Total UCI;91;
03/08/2020;Jaén;Fallecidos;191;
03/08/2020;Jaén;Curados;1801;
03/08/2020;Málaga;Confirmados PCR;3438;
03/08/2020;Málaga;Confirmados PCR 14 días;340;
03/08/2020;Málaga;Confirmados PCR 7 días;225;
03/08/2020;Málaga;Total confirmados ;5216;
03/08/2020;Málaga;Hospitalizados;1536;
03/08/2020;Málaga;Total UCI;165;
03/08/2020;Málaga;Fallecidos;289;
03/08/2020;Málaga;Curados;4038;
03/08/2020;Sevilla;Confirmados PCR;2768;
03/08/2020;Sevilla;Confirmados PCR 14 días;233;
03/08/2020;Sevilla;Confirmados PCR 7 días;132;
03/08/2020;Sevilla;Total confirmados ;3441;
03/08/2020;Sevilla;Hospitalizados;1217;
03/08/2020;Sevilla;Total UCI;153;
03/08/2020;Sevilla;Fallecidos;290;
03/08/2020;Sevilla;Curados;2887;
02/08/2020;Andalucía;Confirmados PCR;15469;
02/08/2020;Andalucía;Confirmados PCR 14 días;1516;
02/08/2020;Andalucía;Confirmados PCR 7 días;867;
02/08/2020;Andalucía;Total confirmados ;20345;
02/08/2020;Andalucía;Hospitalizados;6485;
02/08/2020;Andalucía;Total UCI;790;
02/08/2020;Andalucía;Fallecidos;1449;
02/08/2020;Andalucía;Curados;16294;
02/08/2020;Almería;Confirmados PCR;1314;
02/08/2020;Almería;Confirmados PCR 14 días;516;
02/08/2020;Almería;Confirmados PCR 7 días;247;
02/08/2020;Almería;Total confirmados ;1587;
02/08/2020;Almería;Hospitalizados;302;
02/08/2020;Almería;Total UCI;49;
02/08/2020;Almería;Fallecidos;53;
02/08/2020;Almería;Curados;993;
02/08/2020;Cádiz;Confirmados PCR;1413;
02/08/2020;Cádiz;Confirmados PCR 14 días;71;
02/08/2020;Cádiz;Confirmados PCR 7 días;52;
02/08/2020;Cádiz;Total confirmados ;1736;
02/08/2020;Cádiz;Hospitalizados;607;
02/08/2020;Cádiz;Total UCI;84;
02/08/2020;Cádiz;Fallecidos;172;
02/08/2020;Cádiz;Curados;1456;
02/08/2020;Córdoba;Confirmados PCR;1605;
02/08/2020;Córdoba;Confirmados PCR 14 días;166;
02/08/2020;Córdoba;Confirmados PCR 7 días;116;
02/08/2020;Córdoba;Total confirmados ;2007;
02/08/2020;Córdoba;Hospitalizados;572;
02/08/2020;Córdoba;Total UCI;77;
02/08/2020;Córdoba;Fallecidos;117;
02/08/2020;Córdoba;Curados;1646;
02/08/2020;Granada;Confirmados PCR;2971;
02/08/2020;Granada;Confirmados PCR 14 días;156;
02/08/2020;Granada;Confirmados PCR 7 días;76;
02/08/2020;Granada;Total confirmados ;3776;
02/08/2020;Granada;Hospitalizados;1242;
02/08/2020;Granada;Total UCI;140;
02/08/2020;Granada;Fallecidos;288;
02/08/2020;Granada;Curados;2982;
02/08/2020;Huelva;Confirmados PCR;464;
02/08/2020;Huelva;Confirmados PCR 14 días;40;
02/08/2020;Huelva;Confirmados PCR 7 días;29;
02/08/2020;Huelva;Total confirmados ;590;
02/08/2020;Huelva;Hospitalizados;225;
02/08/2020;Huelva;Total UCI;31;
02/08/2020;Huelva;Fallecidos;49;
02/08/2020;Huelva;Curados;492;
02/08/2020;Jaén;Confirmados PCR;1542;
02/08/2020;Jaén;Confirmados PCR 14 días;33;
02/08/2020;Jaén;Confirmados PCR 7 días;22;
02/08/2020;Jaén;Total confirmados ;2039;
02/08/2020;Jaén;Hospitalizados;785;
02/08/2020;Jaén;Total UCI;91;
02/08/2020;Jaén;Fallecidos;191;
02/08/2020;Jaén;Curados;1801;
02/08/2020;Málaga;Confirmados PCR;3409;
02/08/2020;Málaga;Confirmados PCR 14 días;318;
02/08/2020;Málaga;Confirmados PCR 7 días;204;
02/08/2020;Málaga;Total confirmados ;5186;
02/08/2020;Málaga;Hospitalizados;1536;
02/08/2020;Málaga;Total UCI;165;
02/08/2020;Málaga;Fallecidos;289;
02/08/2020;Málaga;Curados;4037;
02/08/2020;Sevilla;Confirmados PCR;2751;
02/08/2020;Sevilla;Confirmados PCR 14 días;216;
02/08/2020;Sevilla;Confirmados PCR 7 días;121;
02/08/2020;Sevilla;Total confirmados ;3424;
02/08/2020;Sevilla;Hospitalizados;1216;
02/08/2020;Sevilla;Total UCI;153;
02/08/2020;Sevilla;Fallecidos;290;
02/08/2020;Sevilla;Curados;2887;
01/08/2020;Andalucía;Confirmados PCR;15286;
01/08/2020;Andalucía;Confirmados PCR 14 días;1433;
01/08/2020;Andalucía;Confirmados PCR 7 días;784;
01/08/2020;Andalucía;Total confirmados ;20162;
01/08/2020;Andalucía;Hospitalizados;6476;
01/08/2020;Andalucía;Total UCI;789;
01/08/2020;Andalucía;Fallecidos;1449;
01/08/2020;Andalucía;Curados;16293;
01/08/2020;Almería;Confirmados PCR;1283;
01/08/2020;Almería;Confirmados PCR 14 días;523;
01/08/2020;Almería;Confirmados PCR 7 días;253;
01/08/2020;Almería;Total confirmados ;1556;
01/08/2020;Almería;Hospitalizados;299;
01/08/2020;Almería;Total UCI;49;
01/08/2020;Almería;Fallecidos;53;
01/08/2020;Almería;Curados;993;
01/08/2020;Cádiz;Confirmados PCR;1395;
01/08/2020;Cádiz;Confirmados PCR 14 días;55;
01/08/2020;Cádiz;Confirmados PCR 7 días;38;
01/08/2020;Cádiz;Total confirmados ;1718;
01/08/2020;Cádiz;Hospitalizados;606;
01/08/2020;Cádiz;Total UCI;84;
01/08/2020;Cádiz;Fallecidos;172;
01/08/2020;Cádiz;Curados;1456;
01/08/2020;Córdoba;Confirmados PCR;1582;
01/08/2020;Córdoba;Confirmados PCR 14 días;174;
01/08/2020;Córdoba;Confirmados PCR 7 días;98;
01/08/2020;Córdoba;Total confirmados ;1984;
01/08/2020;Córdoba;Hospitalizados;570;
01/08/2020;Córdoba;Total UCI;77;
01/08/2020;Córdoba;Fallecidos;117;
01/08/2020;Córdoba;Curados;1645;
01/08/2020;Granada;Confirmados PCR;2954;
01/08/2020;Granada;Confirmados PCR 14 días;149;
01/08/2020;Granada;Confirmados PCR 7 días;66;
01/08/2020;Granada;Total confirmados ;3759;
01/08/2020;Granada;Hospitalizados;1241;
01/08/2020;Granada;Total UCI;139;
01/08/2020;Granada;Fallecidos;288;
01/08/2020;Granada;Curados;2982;
01/08/2020;Huelva;Confirmados PCR;453;
01/08/2020;Huelva;Confirmados PCR 14 días;29;
01/08/2020;Huelva;Confirmados PCR 7 días;21;
01/08/2020;Huelva;Total confirmados ;579;
01/08/2020;Huelva;Hospitalizados;225;
01/08/2020;Huelva;Total UCI;31;
01/08/2020;Huelva;Fallecidos;49;
01/08/2020;Huelva;Curados;492;
01/08/2020;Jaén;Confirmados PCR;1532;
01/08/2020;Jaén;Confirmados PCR 14 días;24;
01/08/2020;Jaén;Confirmados PCR 7 días;13;
01/08/2020;Jaén;Total confirmados ;2029;
01/08/2020;Jaén;Hospitalizados;785;
01/08/2020;Jaén;Total UCI;91;
01/08/2020;Jaén;Fallecidos;191;
01/08/2020;Jaén;Curados;1801;
01/08/2020;Málaga;Confirmados PCR;3359;
01/08/2020;Málaga;Confirmados PCR 14 días;285;
01/08/2020;Málaga;Confirmados PCR 7 días;180;
01/08/2020;Málaga;Total confirmados ;5136;
01/08/2020;Málaga;Hospitalizados;1534;
01/08/2020;Málaga;Total UCI;165;
01/08/2020;Málaga;Fallecidos;289;
01/08/2020;Málaga;Curados;4037;
01/08/2020;Sevilla;Confirmados PCR;2728;
01/08/2020;Sevilla;Confirmados PCR 14 días;194;
01/08/2020;Sevilla;Confirmados PCR 7 días;115;
01/08/2020;Sevilla;Total confirmados ;3401;
01/08/2020;Sevilla;Hospitalizados;1216;
01/08/2020;Sevilla;Total UCI;153;
01/08/2020;Sevilla;Fallecidos;290;
01/08/2020;Sevilla;Curados;2887;

          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
