Fecha;Edad;Medida;Valor;
08/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
08/10/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
08/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,7;
08/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,3;
08/10/2021;De 40 a 49 años;Cobertura Pauta completa;89,1;
08/10/2021;De 30 a 39 años;Cobertura Pauta completa;79;
08/10/2021;De 20 a 29 años;Cobertura Pauta completa;78,8;
08/10/2021;De 12 a 19 años;Cobertura Pauta completa;84;
08/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
07/10/2021;De 80 y más;Cobertura Pauta completa;103,8;
07/10/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
07/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,7;
07/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,3;
07/10/2021;De 40 a 49 años;Cobertura Pauta completa;89;
07/10/2021;De 30 a 39 años;Cobertura Pauta completa;78,9;
07/10/2021;De 20 a 29 años;Cobertura Pauta completa;78,6;
07/10/2021;De 12 a 19 años;Cobertura Pauta completa;83,7;
07/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
06/10/2021;De 80 y más;Cobertura Pauta completa;103,7;
06/10/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
06/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,7;
06/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,3;
06/10/2021;De 40 a 49 años;Cobertura Pauta completa;89;
06/10/2021;De 30 a 39 años;Cobertura Pauta completa;78,8;
06/10/2021;De 20 a 29 años;Cobertura Pauta completa;78,4;
06/10/2021;De 12 a 19 años;Cobertura Pauta completa;83,4;
06/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
05/10/2021;De 80 y más;Cobertura Pauta completa;103,7;
05/10/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
05/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,6;
05/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,2;
05/10/2021;De 40 a 49 años;Cobertura Pauta completa;88,9;
05/10/2021;De 30 a 39 años;Cobertura Pauta completa;78,6;
05/10/2021;De 20 a 29 años;Cobertura Pauta completa;78,2;
05/10/2021;De 12 a 19 años;Cobertura Pauta completa;83;
05/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
04/10/2021;De 80 y más;Cobertura Pauta completa;103,7;
04/10/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
04/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,6;
04/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,2;
04/10/2021;De 40 a 49 años;Cobertura Pauta completa;88,9;
04/10/2021;De 30 a 39 años;Cobertura Pauta completa;78,5;
04/10/2021;De 20 a 29 años;Cobertura Pauta completa;78,1;
04/10/2021;De 12 a 19 años;Cobertura Pauta completa;82,6;
04/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
01/10/2021;De 80 y más;Cobertura Pauta completa;103,7;
01/10/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
01/10/2021;De 60 a 69 años;Cobertura Pauta completa;100,6;
01/10/2021;De 50 a 59 años;Cobertura Pauta completa;95,2;
01/10/2021;De 40 a 49 años;Cobertura Pauta completa;88,8;
01/10/2021;De 30 a 39 años;Cobertura Pauta completa;78,4;
01/10/2021;De 20 a 29 años;Cobertura Pauta completa;77,8;
01/10/2021;De 12 a 19 años;Cobertura Pauta completa;81,9;
01/10/2021;De 5 a 11 años;Cobertura Pauta completa;;
30/09/2021;De 80 y más;Cobertura Pauta completa;103,7;
30/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,9;
30/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,5;
30/09/2021;De 50 a 59 años;Cobertura Pauta completa;95,1;
30/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,8;
30/09/2021;De 30 a 39 años;Cobertura Pauta completa;78,2;
30/09/2021;De 20 a 29 años;Cobertura Pauta completa;77,5;
30/09/2021;De 12 a 19 años;Cobertura Pauta completa;81,2;
30/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
29/09/2021;De 80 y más;Cobertura Pauta completa;103,7;
29/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
29/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,5;
29/09/2021;De 50 a 59 años;Cobertura Pauta completa;95,1;
29/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,7;
29/09/2021;De 30 a 39 años;Cobertura Pauta completa;78,1;
29/09/2021;De 20 a 29 años;Cobertura Pauta completa;77,3;
29/09/2021;De 12 a 19 años;Cobertura Pauta completa;80,6;
29/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
28/09/2021;De 80 y más;Cobertura Pauta completa;103,7;
28/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
28/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,5;
28/09/2021;De 50 a 59 años;Cobertura Pauta completa;95,1;
28/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,6;
28/09/2021;De 30 a 39 años;Cobertura Pauta completa;77,9;
28/09/2021;De 20 a 29 años;Cobertura Pauta completa;77,1;
28/09/2021;De 12 a 19 años;Cobertura Pauta completa;80;
28/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
27/09/2021;De 80 y más;Cobertura Pauta completa;103,7;
27/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
27/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,4;
27/09/2021;De 50 a 59 años;Cobertura Pauta completa;95;
27/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,6;
27/09/2021;De 30 a 39 años;Cobertura Pauta completa;77,8;
27/09/2021;De 20 a 29 años;Cobertura Pauta completa;76,8;
27/09/2021;De 12 a 19 años;Cobertura Pauta completa;79,2;
27/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
24/09/2021;De 80 y más;Cobertura Pauta completa;103,7;
24/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
24/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,4;
24/09/2021;De 50 a 59 años;Cobertura Pauta completa;95;
24/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,5;
24/09/2021;De 30 a 39 años;Cobertura Pauta completa;77,6;
24/09/2021;De 20 a 29 años;Cobertura Pauta completa;76,5;
24/09/2021;De 12 a 19 años;Cobertura Pauta completa;78,4;
24/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
23/09/2021;De 80 y más;Cobertura Pauta completa;103,7;
23/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
23/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,3;
23/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,9;
23/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,4;
23/09/2021;De 30 a 39 años;Cobertura Pauta completa;77,4;
23/09/2021;De 20 a 29 años;Cobertura Pauta completa;76,2;
23/09/2021;De 12 a 19 años;Cobertura Pauta completa;77,4;
23/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
22/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
22/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
22/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,3;
22/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,9;
22/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,3;
22/09/2021;De 30 a 39 años;Cobertura Pauta completa;77,3;
22/09/2021;De 20 a 29 años;Cobertura Pauta completa;75,8;
22/09/2021;De 12 a 19 años;Cobertura Pauta completa;76,5;
22/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
20/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
20/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,8;
20/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,2;
20/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,8;
20/09/2021;De 40 a 49 años;Cobertura Pauta completa;88,1;
20/09/2021;De 30 a 39 años;Cobertura Pauta completa;76,9;
20/09/2021;De 20 a 29 años;Cobertura Pauta completa;75,2;
20/09/2021;De 12 a 19 años;Cobertura Pauta completa;74,7;
20/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
17/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
17/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
17/09/2021;De 60 a 69 años;Cobertura Pauta completa;100,1;
17/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,7;
17/09/2021;De 40 a 49 años;Cobertura Pauta completa;88;
17/09/2021;De 30 a 39 años;Cobertura Pauta completa;76,6;
17/09/2021;De 20 a 29 años;Cobertura Pauta completa;74,7;
17/09/2021;De 12 a 19 años;Cobertura Pauta completa;72,6;
17/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
16/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
16/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
16/09/2021;De 60 a 69 años;Cobertura Pauta completa;100;
16/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,6;
16/09/2021;De 40 a 49 años;Cobertura Pauta completa;87,9;
16/09/2021;De 30 a 39 años;Cobertura Pauta completa;76,4;
16/09/2021;De 20 a 29 años;Cobertura Pauta completa;74,2;
16/09/2021;De 12 a 19 años;Cobertura Pauta completa;71;
16/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
15/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
15/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
15/09/2021;De 60 a 69 años;Cobertura Pauta completa;100;
15/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,6;
15/09/2021;De 40 a 49 años;Cobertura Pauta completa;87,8;
15/09/2021;De 30 a 39 años;Cobertura Pauta completa;76,1;
15/09/2021;De 20 a 29 años;Cobertura Pauta completa;73,6;
15/09/2021;De 12 a 19 años;Cobertura Pauta completa;69;
15/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
14/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
14/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
14/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,9;
14/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,5;
14/09/2021;De 40 a 49 años;Cobertura Pauta completa;87,6;
14/09/2021;De 30 a 39 años;Cobertura Pauta completa;75,9;
14/09/2021;De 20 a 29 años;Cobertura Pauta completa;73,1;
14/09/2021;De 12 a 19 años;Cobertura Pauta completa;66,8;
14/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
13/09/2021;De 80 y más;Cobertura Pauta completa;103,6;
13/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
13/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,9;
13/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,4;
13/09/2021;De 40 a 49 años;Cobertura Pauta completa;87,5;
13/09/2021;De 30 a 39 años;Cobertura Pauta completa;75,7;
13/09/2021;De 20 a 29 años;Cobertura Pauta completa;72,7;
13/09/2021;De 12 a 19 años;Cobertura Pauta completa;64,7;
13/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
10/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
10/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
10/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,8;
10/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,3;
10/09/2021;De 40 a 49 años;Cobertura Pauta completa;87,3;
10/09/2021;De 30 a 39 años;Cobertura Pauta completa;75,3;
10/09/2021;De 20 a 29 años;Cobertura Pauta completa;72;
10/09/2021;De 12 a 19 años;Cobertura Pauta completa;61,7;
10/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
09/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
09/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,7;
09/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,6;
09/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,2;
09/09/2021;De 40 a 49 años;Cobertura Pauta completa;87,1;
09/09/2021;De 30 a 39 años;Cobertura Pauta completa;74,9;
09/09/2021;De 20 a 29 años;Cobertura Pauta completa;71,2;
09/09/2021;De 12 a 19 años;Cobertura Pauta completa;58;
09/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
08/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
08/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,6;
08/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,6;
08/09/2021;De 50 a 59 años;Cobertura Pauta completa;94,1;
08/09/2021;De 40 a 49 años;Cobertura Pauta completa;87;
08/09/2021;De 30 a 39 años;Cobertura Pauta completa;74,6;
08/09/2021;De 20 a 29 años;Cobertura Pauta completa;70,6;
08/09/2021;De 12 a 19 años;Cobertura Pauta completa;55,5;
08/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
07/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
07/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,6;
07/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,5;
07/09/2021;De 50 a 59 años;Cobertura Pauta completa;94;
07/09/2021;De 40 a 49 años;Cobertura Pauta completa;86,8;
07/09/2021;De 30 a 39 años;Cobertura Pauta completa;74,3;
07/09/2021;De 20 a 29 años;Cobertura Pauta completa;69,7;
07/09/2021;De 12 a 19 años;Cobertura Pauta completa;52,1;
07/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
06/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
06/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,6;
06/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,4;
06/09/2021;De 50 a 59 años;Cobertura Pauta completa;93,9;
06/09/2021;De 40 a 49 años;Cobertura Pauta completa;86,7;
06/09/2021;De 30 a 39 años;Cobertura Pauta completa;74;
06/09/2021;De 20 a 29 años;Cobertura Pauta completa;69,2;
06/09/2021;De 12 a 19 años;Cobertura Pauta completa;50,4;
06/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
03/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
03/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,6;
03/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,3;
03/09/2021;De 50 a 59 años;Cobertura Pauta completa;93,8;
03/09/2021;De 40 a 49 años;Cobertura Pauta completa;86,5;
03/09/2021;De 30 a 39 años;Cobertura Pauta completa;73,5;
03/09/2021;De 20 a 29 años;Cobertura Pauta completa;67,9;
03/09/2021;De 12 a 19 años;Cobertura Pauta completa;45,3;
03/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
02/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
02/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
02/09/2021;De 60 a 69 años;Cobertura Pauta completa;99,1;
02/09/2021;De 50 a 59 años;Cobertura Pauta completa;93,7;
02/09/2021;De 40 a 49 años;Cobertura Pauta completa;86,3;
02/09/2021;De 30 a 39 años;Cobertura Pauta completa;73;
02/09/2021;De 20 a 29 años;Cobertura Pauta completa;66,5;
02/09/2021;De 12 a 19 años;Cobertura Pauta completa;40,5;
02/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
01/09/2021;De 80 y más;Cobertura Pauta completa;103,5;
01/09/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
01/09/2021;De 60 a 69 años;Cobertura Pauta completa;99;
01/09/2021;De 50 a 59 años;Cobertura Pauta completa;93,6;
01/09/2021;De 40 a 49 años;Cobertura Pauta completa;86,2;
01/09/2021;De 30 a 39 años;Cobertura Pauta completa;72,5;
01/09/2021;De 20 a 29 años;Cobertura Pauta completa;65,2;
01/09/2021;De 12 a 19 años;Cobertura Pauta completa;36,2;
01/09/2021;De 5 a 11 años;Cobertura Pauta completa;;
31/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
31/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
31/08/2021;De 60 a 69 años;Cobertura Pauta completa;98,9;
31/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,5;
31/08/2021;De 40 a 49 años;Cobertura Pauta completa;86;
31/08/2021;De 30 a 39 años;Cobertura Pauta completa;72;
31/08/2021;De 20 a 29 años;Cobertura Pauta completa;63,8;
31/08/2021;De 12 a 19 años;Cobertura Pauta completa;32;
31/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
30/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
30/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
30/08/2021;De 60 a 69 años;Cobertura Pauta completa;98,7;
30/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,4;
30/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,9;
30/08/2021;De 30 a 39 años;Cobertura Pauta completa;71,7;
30/08/2021;De 20 a 29 años;Cobertura Pauta completa;62,6;
30/08/2021;De 12 a 19 años;Cobertura Pauta completa;28,3;
30/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
27/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
27/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
27/08/2021;De 60 a 69 años;Cobertura Pauta completa;98,6;
27/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,3;
27/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,8;
27/08/2021;De 30 a 39 años;Cobertura Pauta completa;71,1;
27/08/2021;De 20 a 29 años;Cobertura Pauta completa;60,6;
27/08/2021;De 12 a 19 años;Cobertura Pauta completa;24,4;
27/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
26/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
26/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
26/08/2021;De 60 a 69 años;Cobertura Pauta completa;98,5;
26/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,3;
26/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,7;
26/08/2021;De 30 a 39 años;Cobertura Pauta completa;70,6;
26/08/2021;De 20 a 29 años;Cobertura Pauta completa;58,3;
26/08/2021;De 12 a 19 años;Cobertura Pauta completa;21,1;
26/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
25/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
25/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,5;
25/08/2021;De 60 a 69 años;Cobertura Pauta completa;98,3;
25/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,2;
25/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,6;
25/08/2021;De 30 a 39 años;Cobertura Pauta completa;70,1;
25/08/2021;De 20 a 29 años;Cobertura Pauta completa;56,2;
25/08/2021;De 12 a 19 años;Cobertura Pauta completa;17,9;
25/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
24/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
24/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,4;
24/08/2021;De 60 a 69 años;Cobertura Pauta completa;97,9;
24/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,2;
24/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,5;
24/08/2021;De 30 a 39 años;Cobertura Pauta completa;69,5;
24/08/2021;De 20 a 29 años;Cobertura Pauta completa;53,8;
24/08/2021;De 12 a 19 años;Cobertura Pauta completa;14,4;
24/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
23/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
23/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,4;
23/08/2021;De 60 a 69 años;Cobertura Pauta completa;97,7;
23/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,2;
23/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,5;
23/08/2021;De 30 a 39 años;Cobertura Pauta completa;68,9;
23/08/2021;De 20 a 29 años;Cobertura Pauta completa;51,2;
23/08/2021;De 12 a 19 años;Cobertura Pauta completa;12;
23/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
20/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
20/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,4;
20/08/2021;De 60 a 69 años;Cobertura Pauta completa;97,5;
20/08/2021;De 50 a 59 años;Cobertura Pauta completa;93,1;
20/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,3;
20/08/2021;De 30 a 39 años;Cobertura Pauta completa;68,1;
20/08/2021;De 20 a 29 años;Cobertura Pauta completa;47,7;
20/08/2021;De 12 a 19 años;Cobertura Pauta completa;9,4;
20/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
19/08/2021;De 80 y más;Cobertura Pauta completa;103,4;
19/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,4;
19/08/2021;De 60 a 69 años;Cobertura Pauta completa;97,3;
19/08/2021;De 50 a 59 años;Cobertura Pauta completa;93;
19/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,2;
19/08/2021;De 30 a 39 años;Cobertura Pauta completa;67,2;
19/08/2021;De 20 a 29 años;Cobertura Pauta completa;44,2;
19/08/2021;De 12 a 19 años;Cobertura Pauta completa;7,7;
19/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
18/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
18/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,4;
18/08/2021;De 60 a 69 años;Cobertura Pauta completa;97,1;
18/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,9;
18/08/2021;De 40 a 49 años;Cobertura Pauta completa;85,1;
18/08/2021;De 30 a 39 años;Cobertura Pauta completa;66,1;
18/08/2021;De 20 a 29 años;Cobertura Pauta completa;39,5;
18/08/2021;De 12 a 19 años;Cobertura Pauta completa;6,3;
18/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
17/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
17/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,4;
17/08/2021;De 60 a 69 años;Cobertura Pauta completa;96,9;
17/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,9;
17/08/2021;De 40 a 49 años;Cobertura Pauta completa;85;
17/08/2021;De 30 a 39 años;Cobertura Pauta completa;64,9;
17/08/2021;De 20 a 29 años;Cobertura Pauta completa;34,7;
17/08/2021;De 12 a 19 años;Cobertura Pauta completa;5,3;
17/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
12/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
12/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,3;
12/08/2021;De 60 a 69 años;Cobertura Pauta completa;96,3;
12/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,7;
12/08/2021;De 40 a 49 años;Cobertura Pauta completa;84,7;
12/08/2021;De 30 a 39 años;Cobertura Pauta completa;62,2;
12/08/2021;De 20 a 29 años;Cobertura Pauta completa;27,7;
12/08/2021;De 12 a 19 años;Cobertura Pauta completa;4,1;
12/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
11/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
11/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,3;
11/08/2021;De 60 a 69 años;Cobertura Pauta completa;95,9;
11/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,6;
11/08/2021;De 40 a 49 años;Cobertura Pauta completa;84,4;
11/08/2021;De 30 a 39 años;Cobertura Pauta completa;60,9;
11/08/2021;De 20 a 29 años;Cobertura Pauta completa;25,4;
11/08/2021;De 12 a 19 años;Cobertura Pauta completa;3,7;
11/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
10/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
10/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,3;
10/08/2021;De 60 a 69 años;Cobertura Pauta completa;95,5;
10/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,4;
10/08/2021;De 40 a 49 años;Cobertura Pauta completa;84,2;
10/08/2021;De 30 a 39 años;Cobertura Pauta completa;59,3;
10/08/2021;De 20 a 29 años;Cobertura Pauta completa;23,3;
10/08/2021;De 12 a 19 años;Cobertura Pauta completa;3,4;
10/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
09/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
09/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,3;
09/08/2021;De 60 a 69 años;Cobertura Pauta completa;95,1;
09/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,4;
09/08/2021;De 40 a 49 años;Cobertura Pauta completa;84,1;
09/08/2021;De 30 a 39 años;Cobertura Pauta completa;57,8;
09/08/2021;De 20 a 29 años;Cobertura Pauta completa;21,7;
09/08/2021;De 12 a 19 años;Cobertura Pauta completa;3,1;
09/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
06/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
06/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,3;
06/08/2021;De 60 a 69 años;Cobertura Pauta completa;94,6;
06/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,3;
06/08/2021;De 40 a 49 años;Cobertura Pauta completa;83,8;
06/08/2021;De 30 a 39 años;Cobertura Pauta completa;55;
06/08/2021;De 20 a 29 años;Cobertura Pauta completa;20,1;
06/08/2021;De 12 a 19 años;Cobertura Pauta completa;2,8;
06/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
05/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
05/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,3;
05/08/2021;De 60 a 69 años;Cobertura Pauta completa;93,9;
05/08/2021;De 50 a 59 años;Cobertura Pauta completa;92,1;
05/08/2021;De 40 a 49 años;Cobertura Pauta completa;83,5;
05/08/2021;De 30 a 39 años;Cobertura Pauta completa;52,8;
05/08/2021;De 20 a 29 años;Cobertura Pauta completa;19;
05/08/2021;De 12 a 19 años;Cobertura Pauta completa;2,5;
05/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
04/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
04/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,2;
04/08/2021;De 60 a 69 años;Cobertura Pauta completa;93,3;
04/08/2021;De 50 a 59 años;Cobertura Pauta completa;92;
04/08/2021;De 40 a 49 años;Cobertura Pauta completa;83,2;
04/08/2021;De 30 a 39 años;Cobertura Pauta completa;50,1;
04/08/2021;De 20 a 29 años;Cobertura Pauta completa;18,2;
04/08/2021;De 12 a 19 años;Cobertura Pauta completa;2,2;
04/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
03/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
03/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,2;
03/08/2021;De 60 a 69 años;Cobertura Pauta completa;92,6;
03/08/2021;De 50 a 59 años;Cobertura Pauta completa;91,4;
03/08/2021;De 40 a 49 años;Cobertura Pauta completa;82,4;
03/08/2021;De 30 a 39 años;Cobertura Pauta completa;47,7;
03/08/2021;De 20 a 29 años;Cobertura Pauta completa;16,9;
03/08/2021;De 12 a 19 años;Cobertura Pauta completa;1,8;
03/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
02/08/2021;De 80 y más;Cobertura Pauta completa;103,3;
02/08/2021;De 70 a 79 años;Cobertura Pauta completa;99,2;
02/08/2021;De 60 a 69 años;Cobertura Pauta completa;92;
02/08/2021;De 50 a 59 años;Cobertura Pauta completa;91,3;
02/08/2021;De 40 a 49 años;Cobertura Pauta completa;82,2;
02/08/2021;De 30 a 39 años;Cobertura Pauta completa;46,4;
02/08/2021;De 20 a 29 años;Cobertura Pauta completa;16,4;
