Lugar de residencia;Edad;Medida;Valor;
Ronda;De 30 a 39 años;% Personas;85,5475763016158;
Ronda;De 20 a 29 años;Nº personas;3179;
Ronda;De 20 a 29 años;% Personas;87,59988977679802;
Ronda;De 12 a 19 años;Nº personas;2656;
Ronda;De 12 a 19 años;% Personas;88,18061088977424;
Ronda;De 5 a 11 años;Nº personas;523;
Ronda;De 5 a 11 años;% Personas;24,28040854224698;
Salares;TOTAL;Nº personas;111;
Salares;TOTAL;% Personas;64,16184971098266;
Salares;De 80 y más años;Nº personas;12;
Salares;De 80 y más años;% Personas;75;
Salares;De 70 a 79 años;Nº personas;19;
Salares;De 70 a 79 años;% Personas;126,66666666666667;
Salares;De 60 a 69 años;Nº personas;23;
Salares;De 60 a 69 años;% Personas;88,46153846153847;
Salares;De 50 a 59 años;Nº personas;16;
Salares;De 50 a 59 años;% Personas;57,142857142857146;
Salares;De 40 a 49 años;Nº personas;18;
Salares;De 40 a 49 años;% Personas;75;
Salares;De 30 a 39 años;Nº personas;10;
Salares;De 30 a 39 años;% Personas;50;
Salares;De 20 a 29 años;Nº personas;4;
Salares;De 20 a 29 años;% Personas;33,333333333333336;
Salares;De 12 a 19 años;Nº personas;7;
Salares;De 12 a 19 años;% Personas;53,84615384615385;
Salares;De 5 a 11 años;Nº personas;2;
Salares;De 5 a 11 años;% Personas;20;
Sayalonga;TOTAL;Nº personas;1013;
Sayalonga;TOTAL;% Personas;62,7633209417596;
Sayalonga;De 80 y más años;Nº personas;76;
Sayalonga;De 80 y más años;% Personas;73,07692307692308;
Sayalonga;De 70 a 79 años;Nº personas;159;
Sayalonga;De 70 a 79 años;% Personas;67,65957446808511;
Sayalonga;De 60 a 69 años;Nº personas;187;
Sayalonga;De 60 a 69 años;% Personas;58,4375;
Sayalonga;De 50 a 59 años;Nº personas;191;
Sayalonga;De 50 a 59 años;% Personas;67,49116607773851;
Sayalonga;De 40 a 49 años;Nº personas;111;
Sayalonga;De 40 a 49 años;% Personas;64,16184971098266;
Sayalonga;De 30 a 39 años;Nº personas;101;
Sayalonga;De 30 a 39 años;% Personas;70,62937062937063;
Sayalonga;De 20 a 29 años;Nº personas;113;
Sayalonga;De 20 a 29 años;% Personas;76,35135135135135;
Sayalonga;De 12 a 19 años;Nº personas;66;
Sayalonga;De 12 a 19 años;% Personas;74,15730337078652;
Sayalonga;De 5 a 11 años;Nº personas;9;
Sayalonga;De 5 a 11 años;% Personas;13,235294117647058;
Sedella;TOTAL;Nº personas;317;
Sedella;TOTAL;% Personas;53,5472972972973;
Sedella;De 80 y más años;Nº personas;37;
Sedella;De 80 y más años;% Personas;69,81132075471699;
Sedella;De 70 a 79 años;Nº personas;56;
Sedella;De 70 a 79 años;% Personas;63,63636363636363;
Sedella;De 60 a 69 años;Nº personas;71;
Sedella;De 60 a 69 años;% Personas;63,392857142857146;
Sedella;De 50 a 59 años;Nº personas;71;
Sedella;De 50 a 59 años;% Personas;58,67768595041322;
Sedella;De 40 a 49 años;Nº personas;24;
Sedella;De 40 a 49 años;% Personas;37,5;
Sedella;De 30 a 39 años;Nº personas;25;
Sedella;De 30 a 39 años;% Personas;47,16981132075472;
Sedella;De 20 a 29 años;Nº personas;16;
Sedella;De 20 a 29 años;% Personas;34,04255319148936;
Sedella;De 12 a 19 años;Nº personas;15;
Sedella;De 12 a 19 años;% Personas;60;
Sedella;De 5 a 11 años;Nº personas;2;
Sedella;De 5 a 11 años;% Personas;11,764705882352942;
Serrato;TOTAL;Nº personas;225;
Serrato;TOTAL;% Personas;47,56871035940804;
Serrato;De 80 y más años;Nº personas;21;
Serrato;De 80 y más años;% Personas;36,206896551724135;
Serrato;De 70 a 79 años;Nº personas;13;
Serrato;De 70 a 79 años;% Personas;24,528301886792452;
Serrato;De 60 a 69 años;Nº personas;32;
Serrato;De 60 a 69 años;% Personas;61,53846153846154;
Serrato;De 50 a 59 años;Nº personas;47;
Serrato;De 50 a 59 años;% Personas;58,02469135802469;
Serrato;De 40 a 49 años;Nº personas;26;
Serrato;De 40 a 49 años;% Personas;48,148148148148145;
Serrato;De 30 a 39 años;Nº personas;30;
Serrato;De 30 a 39 años;% Personas;48,38709677419355;
Serrato;De 20 a 29 años;Nº personas;36;
Serrato;De 20 a 29 años;% Personas;62,06896551724138;
Serrato;De 12 a 19 años;Nº personas;19;
Serrato;De 12 a 19 años;% Personas;65,51724137931035;
Serrato;De 5 a 11 años;Nº personas;1;
Serrato;De 5 a 11 años;% Personas;5,2631578947368425;
Sierra de Yeguas;TOTAL;Nº personas;2769;
Sierra de Yeguas;TOTAL;% Personas;81,77790903721205;
Sierra de Yeguas;De 80 y más años;Nº personas;197;
Sierra de Yeguas;De 80 y más años;% Personas;103,1413612565445;
Sierra de Yeguas;De 70 a 79 años;Nº personas;284;
Sierra de Yeguas;De 70 a 79 años;% Personas;104,02930402930403;
Sierra de Yeguas;De 60 a 69 años;Nº personas;427;
Sierra de Yeguas;De 60 a 69 años;% Personas;98,8425925925926;
Sierra de Yeguas;De 50 a 59 años;Nº personas;465;
Sierra de Yeguas;De 50 a 59 años;% Personas;93,93939393939394;
Sierra de Yeguas;De 40 a 49 años;Nº personas;442;
Sierra de Yeguas;De 40 a 49 años;% Personas;83,2391713747646;
Sierra de Yeguas;De 30 a 39 años;Nº personas;375;
Sierra de Yeguas;De 30 a 39 años;% Personas;88,86255924170617;
Sierra de Yeguas;De 20 a 29 años;Nº personas;301;
Sierra de Yeguas;De 20 a 29 años;% Personas;81,79347826086956;
Sierra de Yeguas;De 12 a 19 años;Nº personas;235;
Sierra de Yeguas;De 12 a 19 años;% Personas;85,14492753623189;
Sierra de Yeguas;De 5 a 11 años;Nº personas;43;
Sierra de Yeguas;De 5 a 11 años;% Personas;17,269076305220885;
Teba;TOTAL;Nº personas;3225;
Teba;TOTAL;% Personas;86,53072176012878;
Teba;De 80 y más años;Nº personas;271;
Teba;De 80 y más años;% Personas;109,2741935483871;
Teba;De 70 a 79 años;Nº personas;275;
Teba;De 70 a 79 años;% Personas;92,5925925925926;
Teba;De 60 a 69 años;Nº personas;487;
Teba;De 60 a 69 años;% Personas;115,95238095238095;
Teba;De 50 a 59 años;Nº personas;663;
Teba;De 50 a 59 años;% Personas;93,38028169014085;
Teba;De 40 a 49 años;Nº personas;452;
Teba;De 40 a 49 años;% Personas;90,4;
Teba;De 30 a 39 años;Nº personas;421;
Teba;De 30 a 39 años;% Personas;88,63157894736842;
Teba;De 20 a 29 años;Nº personas;387;
Teba;De 20 a 29 años;% Personas;85,43046357615894;
Teba;De 12 a 19 años;Nº personas;236;
Teba;De 12 a 19 años;% Personas;80;
Teba;De 5 a 11 años;Nº personas;33;
Teba;De 5 a 11 años;% Personas;17,83783783783784;
Tolox;TOTAL;Nº personas;1708;
Tolox;TOTAL;% Personas;77,53064003631411;
Tolox;De 80 y más años;Nº personas;152;
Tolox;De 80 y más años;% Personas;95;
Tolox;De 70 a 79 años;Nº personas;190;
Tolox;De 70 a 79 años;% Personas;90,04739336492891;
Tolox;De 60 a 69 años;Nº personas;268;
Tolox;De 60 a 69 años;% Personas;89,03654485049834;
Tolox;De 50 a 59 años;Nº personas;287;
Tolox;De 50 a 59 años;% Personas;82,47126436781609;
Tolox;De 40 a 49 años;Nº personas;269;
Tolox;De 40 a 49 años;% Personas;81,26888217522658;
Tolox;De 30 a 39 años;Nº personas;220;
Tolox;De 30 a 39 años;% Personas;85,60311284046692;
Tolox;De 20 a 29 años;Nº personas;158;
Tolox;De 20 a 29 años;% Personas;74,52830188679245;
Tolox;De 12 a 19 años;Nº personas;140;
Tolox;De 12 a 19 años;% Personas;91,50326797385621;
Tolox;De 5 a 11 años;Nº personas;24;
Tolox;De 5 a 11 años;% Personas;17,91044776119403;
Torremolinos;TOTAL;Nº personas;51373;
Torremolinos;TOTAL;% Personas;75,48636417068296;
Torremolinos;De 80 y más años;Nº personas;3037;
Torremolinos;De 80 y más años;% Personas;106,89897923266456;
Torremolinos;De 70 a 79 años;Nº personas;5508;
Torremolinos;De 70 a 79 años;% Personas;95,14596648816722;
Torremolinos;De 60 a 69 años;Nº personas;7116;
Torremolinos;De 60 a 69 años;% Personas;90,82322910019145;
Torremolinos;De 50 a 59 años;Nº personas;9200;
Torremolinos;De 50 a 59 años;% Personas;88,60637580660695;
Torremolinos;De 40 a 49 años;Nº personas;10200;
Torremolinos;De 40 a 49 años;% Personas;80,13198208814518;
Torremolinos;De 30 a 39 años;Nº personas;6542;
Torremolinos;De 30 a 39 años;% Personas;71,4114179674708;
Torremolinos;De 20 a 29 años;Nº personas;4614;
Torremolinos;De 20 a 29 años;% Personas;73,95415932040392;
Torremolinos;De 12 a 19 años;Nº personas;4297;
Torremolinos;De 12 a 19 años;% Personas;78,6996336996337;
Torremolinos;De 5 a 11 años;Nº personas;859;
Torremolinos;De 5 a 11 años;% Personas;17,063965037743344;
Torrox;TOTAL;Nº personas;13294;
Torrox;TOTAL;% Personas;70,20119343084966;
Torrox;De 80 y más años;Nº personas;1046;
Torrox;De 80 y más años;% Personas;86,51778329197684;
Torrox;De 70 a 79 años;Nº personas;1905;
Torrox;De 70 a 79 años;% Personas;82,7181936604429;
Torrox;De 60 a 69 años;Nº personas;2121;
Torrox;De 60 a 69 años;% Personas;78,64293659621802;
Torrox;De 50 a 59 años;Nº personas;2201;
Torrox;De 50 a 59 años;% Personas;77,58195276700741;
Torrox;De 40 a 49 años;Nº personas;2069;
Torrox;De 40 a 49 años;% Personas;75,45587162654996;
Torrox;De 30 a 39 años;Nº personas;1589;
Torrox;De 30 a 39 años;% Personas;68,9969604863222;
Torrox;De 20 a 29 años;Nº personas;1205;
Torrox;De 20 a 29 años;% Personas;70,13969732246798;
Torrox;De 12 a 19 años;Nº personas;1015;
Torrox;De 12 a 19 años;% Personas;76,95223654283548;
Torrox;De 5 a 11 años;Nº personas;143;
Torrox;De 5 a 11 años;% Personas;12,66607617360496;
Totalán;TOTAL;Nº personas;498;
Totalán;TOTAL;% Personas;68,6896551724138;
Totalán;De 80 y más años;Nº personas;28;
Totalán;De 80 y más años;% Personas;90,3225806451613;
Totalán;De 70 a 79 años;Nº personas;48;
Totalán;De 70 a 79 años;% Personas;109,0909090909091;
Totalán;De 60 a 69 años;Nº personas;86;
Totalán;De 60 a 69 años;% Personas;93,47826086956522;
Totalán;De 50 a 59 años;Nº personas;91;
Totalán;De 50 a 59 años;% Personas;73,38709677419355;
Totalán;De 40 a 49 años;Nº personas;94;
Totalán;De 40 a 49 años;% Personas;74,01574803149606;
Totalán;De 30 a 39 años;Nº personas;57;
Totalán;De 30 a 39 años;% Personas;61,29032258064516;
Totalán;De 20 a 29 años;Nº personas;51;
Totalán;De 20 a 29 años;% Personas;70,83333333333333;
Totalán;De 12 a 19 años;Nº personas;33;
Totalán;De 12 a 19 años;% Personas;56,89655172413793;
Totalán;De 5 a 11 años;Nº personas;10;
Totalán;De 5 a 11 años;% Personas;18,181818181818183;
Valle de Abdalajís;TOTAL;Nº personas;2271;
Valle de Abdalajís;TOTAL;% Personas;91,46194120016109;
Valle de Abdalajís;De 80 y más años;Nº personas;269;
Valle de Abdalajís;De 80 y más años;% Personas;123,963133640553;
Valle de Abdalajís;De 70 a 79 años;Nº personas;260;
Valle de Abdalajís;De 70 a 79 años;% Personas;101,16731517509727;
Valle de Abdalajís;De 60 a 69 años;Nº personas;336;
Valle de Abdalajís;De 60 a 69 años;% Personas;107,00636942675159;
Valle de Abdalajís;De 50 a 59 años;Nº personas;425;
Valle de Abdalajís;De 50 a 59 años;% Personas;98,60788863109049;
Valle de Abdalajís;De 40 a 49 años;Nº personas;299;
Valle de Abdalajís;De 40 a 49 años;% Personas;87,42690058479532;
Valle de Abdalajís;De 30 a 39 años;Nº personas;257;
Valle de Abdalajís;De 30 a 39 años;% Personas;88,62068965517241;
Valle de Abdalajís;De 20 a 29 años;Nº personas;243;
Valle de Abdalajís;De 20 a 29 años;% Personas;92,74809160305344;
Valle de Abdalajís;De 12 a 19 años;Nº personas;149;
Valle de Abdalajís;De 12 a 19 años;% Personas;85,14285714285714;
Valle de Abdalajís;De 5 a 11 años;Nº personas;33;
Valle de Abdalajís;De 5 a 11 años;% Personas;26,612903225806452;
Vélez-Málaga;TOTAL;Nº personas;72236;
Vélez-Málaga;TOTAL;% Personas;87,06594188050671;
Vélez-Málaga;De 80 y más años;Nº personas;4698;
Vélez-Málaga;De 80 y más años;% Personas;130,46376006664815;
Vélez-Málaga;De 70 a 79 años;Nº personas;7632;
Vélez-Málaga;De 70 a 79 años;% Personas;122,79967819790829;
Vélez-Málaga;De 60 a 69 años;Nº personas;10163;
Vélez-Málaga;De 60 a 69 años;% Personas;109,22084900591081;
Vélez-Málaga;De 50 a 59 años;Nº personas;12018;
Vélez-Málaga;De 50 a 59 años;% Personas;98,57283464566929;
Vélez-Málaga;De 40 a 49 años;Nº personas;13045;
Vélez-Málaga;De 40 a 49 años;% Personas;92,29517475590774;
Vélez-Málaga;De 30 a 39 años;Nº personas;9545;
Vélez-Málaga;De 30 a 39 años;% Personas;84,37942008486563;
Vélez-Málaga;De 20 a 29 años;Nº personas;7176;
Vélez-Málaga;De 20 a 29 años;% Personas;85,34728829686013;
Vélez-Málaga;De 12 a 19 años;Nº personas;6757;
Vélez-Málaga;De 12 a 19 años;% Personas;88,80273360494152;
Vélez-Málaga;De 5 a 11 años;Nº personas;1202;
Vélez-Málaga;De 5 a 11 años;% Personas;18,43558282208589;
Villanueva de Algaidas;TOTAL;Nº personas;3522;
Villanueva de Algaidas;TOTAL;% Personas;85,29910389924922;
Villanueva de Algaidas;De 80 y más años;Nº personas;336;
Villanueva de Algaidas;De 80 y más años;% Personas;111,62790697674419;
Villanueva de Algaidas;De 70 a 79 años;Nº personas;380;
Villanueva de Algaidas;De 70 a 79 años;% Personas;103,54223433242507;
Villanueva de Algaidas;De 60 a 69 años;Nº personas;552;
Villanueva de Algaidas;De 60 a 69 años;% Personas;102,41187384044527;
Villanueva de Algaidas;De 50 a 59 años;Nº personas;626;
Villanueva de Algaidas;De 50 a 59 años;% Personas;93,2935916542474;
Villanueva de Algaidas;De 40 a 49 años;Nº personas;518;
Villanueva de Algaidas;De 40 a 49 años;% Personas;91,84397163120568;
Villanueva de Algaidas;De 30 a 39 años;Nº personas;406;
Villanueva de Algaidas;De 30 a 39 años;% Personas;81,3627254509018;
Villanueva de Algaidas;De 20 a 29 años;Nº personas;375;
Villanueva de Algaidas;De 20 a 29 años;% Personas;82,05689277899343;
Villanueva de Algaidas;De 12 a 19 años;Nº personas;266;
Villanueva de Algaidas;De 12 a 19 años;% Personas;84,71337579617834;
Villanueva de Algaidas;De 5 a 11 años;Nº personas;63;
Villanueva de Algaidas;De 5 a 11 años;% Personas;25,301204819277107;
Villanueva de la Concepción;TOTAL;Nº personas;3056;
Villanueva de la Concepción;TOTAL;% Personas;93,25602685382972;
Villanueva de la Concepción;De 80 y más años;Nº personas;223;
Villanueva de la Concepción;De 80 y más años;% Personas;113,19796954314721;
Villanueva de la Concepción;De 70 a 79 años;Nº personas;292;
Villanueva de la Concepción;De 70 a 79 años;% Personas;110,18867924528301;
Villanueva de la Concepción;De 60 a 69 años;Nº personas;432;
Villanueva de la Concepción;De 60 a 69 años;% Personas;118,68131868131869;
Villanueva de la Concepción;De 50 a 59 años;Nº personas;542;
Villanueva de la Concepción;De 50 a 59 años;% Personas;102,26415094339623;
Villanueva de la Concepción;De 40 a 49 años;Nº personas;452;
Villanueva de la Concepción;De 40 a 49 años;% Personas;91,49797570850203;
Villanueva de la Concepción;De 30 a 39 años;Nº personas;404;
Villanueva de la Concepción;De 30 a 39 años;% Personas;100;
Villanueva de la Concepción;De 20 a 29 años;Nº personas;375;
Villanueva de la Concepción;De 20 a 29 años;% Personas;95,41984732824427;
Villanueva de la Concepción;De 12 a 19 años;Nº personas;271;
Villanueva de la Concepción;De 12 a 19 años;% Personas;90,03322259136213;
Villanueva de la Concepción;De 5 a 11 años;Nº personas;62;
Villanueva de la Concepción;De 5 a 11 años;% Personas;30,845771144278608;
Villanueva de Tapia;TOTAL;Nº personas;1290;
Villanueva de Tapia;TOTAL;% Personas;89,77035490605428;
Villanueva de Tapia;De 80 y más años;Nº personas;153;
Villanueva de Tapia;De 80 y más años;% Personas;110,07194244604317;
Villanueva de Tapia;De 70 a 79 años;Nº personas;142;
Villanueva de Tapia;De 70 a 79 años;% Personas;93,42105263157895;
Villanueva de Tapia;De 60 a 69 años;Nº personas;193;
Villanueva de Tapia;De 60 a 69 años;% Personas;112,20930232558139;
Villanueva de Tapia;De 50 a 59 años;Nº personas;248;
Villanueva de Tapia;De 50 a 59 años;% Personas;96,12403100775194;
Villanueva de Tapia;De 40 a 49 años;Nº personas;162;
Villanueva de Tapia;De 40 a 49 años;% Personas;88,52459016393442;
Villanueva de Tapia;De 30 a 39 años;Nº personas;159;
Villanueva de Tapia;De 30 a 39 años;% Personas;95,20958083832335;
Villanueva de Tapia;De 20 a 29 años;Nº personas;114;
Villanueva de Tapia;De 20 a 29 años;% Personas;75;
Villanueva de Tapia;De 12 a 19 años;Nº personas;105;
Villanueva de Tapia;De 12 a 19 años;% Personas;92,92035398230088;
Villanueva de Tapia;De 5 a 11 años;Nº personas;13;
Villanueva de Tapia;De 5 a 11 años;% Personas;23,636363636363637;
Villanueva del Rosario;TOTAL;Nº personas;3017;
Villanueva del Rosario;TOTAL;% Personas;89,41908713692946;
Villanueva del Rosario;De 80 y más años;Nº personas;290;
Villanueva del Rosario;De 80 y más años;% Personas;103,94265232974911;
Villanueva del Rosario;De 70 a 79 años;Nº personas;358;
Villanueva del Rosario;De 70 a 79 años;% Personas;110,15384615384616;
Villanueva del Rosario;De 60 a 69 años;Nº personas;449;
Villanueva del Rosario;De 60 a 69 años;% Personas;103,93518518518519;
Villanueva del Rosario;De 50 a 59 años;Nº personas;497;
Villanueva del Rosario;De 50 a 59 años;% Personas;93,24577861163228;
Villanueva del Rosario;De 40 a 49 años;Nº personas;442;
Villanueva del Rosario;De 40 a 49 años;% Personas;96,08695652173913;
Villanueva del Rosario;De 30 a 39 años;Nº personas;360;
Villanueva del Rosario;De 30 a 39 años;% Personas;92,54498714652956;
Villanueva del Rosario;De 20 a 29 años;Nº personas;333;
Villanueva del Rosario;De 20 a 29 años;% Personas;92,75766016713092;
Villanueva del Rosario;De 12 a 19 años;Nº personas;236;
Villanueva del Rosario;De 12 a 19 años;% Personas;91,11969111969113;
Villanueva del Rosario;De 5 a 11 años;Nº personas;52;
Villanueva del Rosario;De 5 a 11 años;% Personas;24,644549763033176;
Villanueva del Trabuco;TOTAL;Nº personas;4726;
Villanueva del Trabuco;TOTAL;% Personas;88,17164179104478;
Villanueva del Trabuco;De 80 y más años;Nº personas;428;
Villanueva del Trabuco;De 80 y más años;% Personas;115,05376344086021;
Villanueva del Trabuco;De 70 a 79 años;Nº personas;436;
Villanueva del Trabuco;De 70 a 79 años;% Personas;105,8252427184466;
Villanueva del Trabuco;De 60 a 69 años;Nº personas;624;
Villanueva del Trabuco;De 60 a 69 años;% Personas;105,76271186440678;
Villanueva del Trabuco;De 50 a 59 años;Nº personas;803;
Villanueva del Trabuco;De 50 a 59 años;% Personas;95,5952380952381;
Villanueva del Trabuco;De 40 a 49 años;Nº personas;750;
Villanueva del Trabuco;De 40 a 49 años;% Personas;95,29860228716646;
Villanueva del Trabuco;De 30 a 39 años;Nº personas;617;
Villanueva del Trabuco;De 30 a 39 años;% Personas;83,37837837837837;
Villanueva del Trabuco;De 20 a 29 años;Nº personas;512;
Villanueva del Trabuco;De 20 a 29 años;% Personas;87,22316865417376;
Villanueva del Trabuco;De 12 a 19 años;Nº personas;459;
Villanueva del Trabuco;De 12 a 19 años;% Personas;94,05737704918033;
Villanueva del Trabuco;De 5 a 11 años;Nº personas;97;
Villanueva del Trabuco;De 5 a 11 años;% Personas;27,247191011235955;
Viñuela;TOTAL;Nº personas;1658;
Viñuela;TOTAL;% Personas;81,0757946210269;
Viñuela;De 80 y más años;Nº personas;155;
Viñuela;De 80 y más años;% Personas;113,97058823529412;
Viñuela;De 70 a 79 años;Nº personas;304;
Viñuela;De 70 a 79 años;% Personas;89,14956011730206;
Viñuela;De 60 a 69 años;Nº personas;292;
Viñuela;De 60 a 69 años;% Personas;79,34782608695652;
Viñuela;De 50 a 59 años;Nº personas;281;
Viñuela;De 50 a 59 años;% Personas;82,40469208211144;
Viñuela;De 40 a 49 años;Nº personas;182;
Viñuela;De 40 a 49 años;% Personas;77,11864406779661;
Viñuela;De 30 a 39 años;Nº personas;154;
Viñuela;De 30 a 39 años;% Personas;91,12426035502959;
Viñuela;De 20 a 29 años;Nº personas;137;
Viñuela;De 20 a 29 años;% Personas;78,28571428571429;
Viñuela;De 12 a 19 años;Nº personas;126;
Viñuela;De 12 a 19 años;% Personas;96,92307692307692;
Viñuela;De 5 a 11 años;Nº personas;27;
Viñuela;De 5 a 11 años;% Personas;28,42105263157895;
Yunquera;TOTAL;Nº personas;2406;
Yunquera;TOTAL;% Personas;83,94975575715283;
Yunquera;De 80 y más años;Nº personas;200;
Yunquera;De 80 y más años;% Personas;101,5228426395939;
Yunquera;De 70 a 79 años;Nº personas;250;
Yunquera;De 70 a 79 años;% Personas;97,65625;
Yunquera;De 60 a 69 años;Nº personas;383;
Yunquera;De 60 a 69 años;% Personas;102,95698924731182;
Yunquera;De 50 a 59 años;Nº personas;488;
Yunquera;De 50 a 59 años;% Personas;94,39071566731141;
Yunquera;De 40 a 49 años;Nº personas;285;
Yunquera;De 40 a 49 años;% Personas;77,23577235772358;
Yunquera;De 30 a 39 años;Nº personas;278;
Yunquera;De 30 a 39 años;% Personas;82,49258160237389;
Yunquera;De 20 a 29 años;Nº personas;290;
Yunquera;De 20 a 29 años;% Personas;85,79881656804734;
Yunquera;De 12 a 19 años;Nº personas;203;
Yunquera;De 12 a 19 años;% Personas;80,23715415019763;
Yunquera;De 5 a 11 años;Nº personas;29;
Yunquera;De 5 a 11 años;% Personas;21,014492753623188;
Sevilla;TOTAL;Nº personas;1683321;
Sevilla;TOTAL;% Personas;86,41934808188712;
Sevilla;De 80 y más años;Nº personas;106253;
Sevilla;De 80 y más años;% Personas;117,23175373751862;
Sevilla;De 70 a 79 años;Nº personas;157811;
Sevilla;De 70 a 79 años;% Personas;107,43554656917809;
Sevilla;De 60 a 69 años;Nº personas;216582;
Sevilla;De 60 a 69 años;% Personas;103,41103333683476;
Sevilla;De 50 a 59 años;Nº personas;293143;
Sevilla;De 50 a 59 años;% Personas;100,41241492229541;
Sevilla;De 40 a 49 años;Nº personas;305872;
Sevilla;De 40 a 49 años;% Personas;92,98321345841669;
Sevilla;De 30 a 39 años;Nº personas;216522;
Sevilla;De 30 a 39 años;% Personas;86,44904217006972;
Sevilla;De 20 a 29 años;Nº personas;190247;
Sevilla;De 20 a 29 años;% Personas;90,33742331288343;
Sevilla;De 12 a 19 años;Nº personas;164919;
Sevilla;De 12 a 19 años;% Personas;90,06356695828828;
Sevilla;De 5 a 11 años;Nº personas;31967;
Sevilla;De 5 a 11 años;% Personas;21,23277207664973;
Aguadulce;TOTAL;Nº personas;1776;
Aguadulce;TOTAL;% Personas;87,83382789317507;
Aguadulce;De 80 y más años;Nº personas;135;
Aguadulce;De 80 y más años;% Personas;114,40677966101696;
Aguadulce;De 70 a 79 años;Nº personas;197;
Aguadulce;De 70 a 79 años;% Personas;109,44444444444444;
Aguadulce;De 60 a 69 años;Nº personas;233;
Aguadulce;De 60 a 69 años;% Personas;104,95495495495496;
Aguadulce;De 50 a 59 años;Nº personas;299;
Aguadulce;De 50 a 59 años;% Personas;97,7124183006536;
Aguadulce;De 40 a 49 años;Nº personas;284;
Aguadulce;De 40 a 49 años;% Personas;96,9283276450512;
Aguadulce;De 30 a 39 años;Nº personas;235;
Aguadulce;De 30 a 39 años;% Personas;91,43968871595331;
Aguadulce;De 20 a 29 años;Nº personas;183;
Aguadulce;De 20 a 29 años;% Personas;77,87234042553192;
Aguadulce;De 12 a 19 años;Nº personas;158;
Aguadulce;De 12 a 19 años;% Personas;102,59740259740259;
Aguadulce;De 5 a 11 años;Nº personas;52;
Aguadulce;De 5 a 11 años;% Personas;32,5;
Alanís;TOTAL;Nº personas;1510;
Alanís;TOTAL;% Personas;87,99533799533799;
Alanís;De 80 y más años;Nº personas;137;
Alanís;De 80 y más años;% Personas;101,48148148148148;
Alanís;De 70 a 79 años;Nº personas;140;
Alanís;De 70 a 79 años;% Personas;103,70370370370371;
Alanís;De 60 a 69 años;Nº personas;208;
Alanís;De 60 a 69 años;% Personas;100,97087378640776;
Alanís;De 50 a 59 años;Nº personas;303;
Alanís;De 50 a 59 años;% Personas;94,98432601880877;
Alanís;De 40 a 49 años;Nº personas;227;
Alanís;De 40 a 49 años;% Personas;93,4156378600823;
Alanís;De 30 a 39 años;Nº personas;174;
Alanís;De 30 a 39 años;% Personas;90,625;
Alanís;De 20 a 29 años;Nº personas;159;
Alanís;De 20 a 29 años;% Personas;82,38341968911917;
Alanís;De 12 a 19 años;Nº personas;130;
Alanís;De 12 a 19 años;% Personas;97,01492537313433;
Alanís;De 5 a 11 años;Nº personas;32;
Alanís;De 5 a 11 años;% Personas;29,09090909090909;
Albaida del Aljarafe;TOTAL;Nº personas;2585;
Albaida del Aljarafe;TOTAL;% Personas;80,25457932319155;
Albaida del Aljarafe;De 80 y más años;Nº personas;81;
Albaida del Aljarafe;De 80 y más años;% Personas;122,72727272727273;
Albaida del Aljarafe;De 70 a 79 años;Nº personas;187;
Albaida del Aljarafe;De 70 a 79 años;% Personas;101,6304347826087;
Albaida del Aljarafe;De 60 a 69 años;Nº personas;253;
Albaida del Aljarafe;De 60 a 69 años;% Personas;104,97925311203319;
Albaida del Aljarafe;De 50 a 59 años;Nº personas;434;
Albaida del Aljarafe;De 50 a 59 años;% Personas;101,40186915887851;
Albaida del Aljarafe;De 40 a 49 años;Nº personas;558;
Albaida del Aljarafe;De 40 a 49 años;% Personas;87,32394366197182;
Albaida del Aljarafe;De 30 a 39 años;Nº personas;337;
Albaida del Aljarafe;De 30 a 39 años;% Personas;75,56053811659193;
Albaida del Aljarafe;De 20 a 29 años;Nº personas;320;
Albaida del Aljarafe;De 20 a 29 años;% Personas;87,67123287671232;
Albaida del Aljarafe;De 12 a 19 años;Nº personas;334;
Albaida del Aljarafe;De 12 a 19 años;% Personas;88,59416445623341;
Albaida del Aljarafe;De 5 a 11 años;Nº personas;81;
Albaida del Aljarafe;De 5 a 11 años;% Personas;24,47129909365559;
Alcalá de Guadaíra;TOTAL;Nº personas;61766;
Alcalá de Guadaíra;TOTAL;% Personas;81,75945781378233;
Alcalá de Guadaíra;De 80 y más años;Nº personas;3603;
Alcalá de Guadaíra;De 80 y más años;% Personas;128,0838961962318;
Alcalá de Guadaíra;De 70 a 79 años;Nº personas;5563;
Alcalá de Guadaíra;De 70 a 79 años;% Personas;108,37716734852913;
Alcalá de Guadaíra;De 60 a 69 años;Nº personas;7288;
Alcalá de Guadaíra;De 60 a 69 años;% Personas;98,47317930009459;
Alcalá de Guadaíra;De 50 a 59 años;Nº personas;10711;
Alcalá de Guadaíra;De 50 a 59 años;% Personas;100,78095596537449;
Alcalá de Guadaíra;De 40 a 49 años;Nº personas;12533;
Alcalá de Guadaíra;De 40 a 49 años;% Personas;86,22041827187672;
Alcalá de Guadaíra;De 30 a 39 años;Nº personas;7205;
Alcalá de Guadaíra;De 30 a 39 años;% Personas;75,87405223251895;
Alcalá de Guadaíra;De 20 a 29 años;Nº personas;6575;
Alcalá de Guadaíra;De 20 a 29 años;% Personas;87,01694017998942;
Alcalá de Guadaíra;De 12 a 19 años;Nº personas;7115;
